State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Rural_Households,Total_Power_Parity,Urban_Households,Female_Workers,Male_Workers,Total_Education,Literate_Education,Illiterate_Education,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Rural_Households,Urban_Households,sex_ratio,literacy_rate
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,18604,411286,7719,432398,463690,732083,2118683,1510680,608003,175017,345914,319484,269016,155344,215514,30391,2115455,76098,55899,435,148,639,157,2913,1006543,701326,542295,1580,411286,432398,99.0,66.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,100322,438799,8349,774705,492506,1181308,3546183,2867809,678374,183054,535947,608188,634172,312208,526886,67354,3537399,173785,256762,1620,990,4962,756,21978,2076492,1200284,715895,5581,438799,774705,99.0,75.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,15673,104253,4377,493788,154991,524629,1836689,1625788,210901,134236,331559,314029,322511,226312,254107,43034,909872,78590,876299,160,438,156,10,4849,887052,556548,425849,925,104253,493788,102.0,83.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,4915,212241,2151,152420,214264,329034,1036340,759410,276930,76629,190229,167466,146666,77874,85595,14951,993666,53292,16483,115,29,7,79,822,501585,320645,241843,420,212241,152420,102.0,68.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,34097,417718,6917,592723,451928,902704,2847799,2398674,449125,234611,525151,532616,453509,250285,363152,39350,2760502,168881,97711,520,199,1532,305,8602,1528178,913715,593827,2532,417718,592723,99.0,75.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,5585,399016,3026,118724,210820,461174,1560262,1306690,253572,136593,323359,313357,249630,122350,125639,35762,1435072,128617,47579,184,450,963,110,3475,828444,463326,323706,974,399016,118724,103.0,75.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,8960,370357,3824,257127,366782,531463,1588778,1200360,388418,123573,297179,247516,214836,126468,169206,21582,1673652,32483,16909,183,108,84,199,2983,817905,510413,397064,1219,370357,257127,99.0,68.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,1507,155413,979,33179,137087,162639,552384,443373,109011,85210,106751,85101,71650,41447,44025,9189,521658,32702,10301,83,39,38,26,376,291371,158218,115151,483,155413,33179,100.0,66.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,4494,399712,2812,104229,290594,471099,1614529,1167183,447346,97231,283299,270046,251855,121706,111731,31315,1428784,114194,72850,119,81,32,293,1992,835853,470428,311175,889,399712,104229,101.0,69.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,5172,290478,2340,126761,210226,392751,1293898,1186606,107292,246909,293886,236511,189132,105978,97405,16785,1047411,208038,91139,154,86,29,36,6552,708322,389764,252888,2471,290478,126761,98.0,72.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,20660,572813,8169,597539,610363,1083797,3290477,2335432,955045,188672,571061,518763,457866,242306,296399,60365,3326357,95487,53841,412,174,992,246,4547,1737345,1029479,713294,1938,572813,597539,95.0,66.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,5773,309224,2456,143193,228866,391305,1309522,998410,311112,101778,216931,236700,199263,103903,115894,23941,1186078,74310,75481,150,80,109,24,2869,666218,391356,280462,1065,309224,143193,100.0,72.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,13495,479070,4914,274302,293596,680483,2273994,1812871,461123,138375,431983,419605,373111,178126,222410,49261,2075870,190814,133971,231,795,1256,148,2805,1193095,712017,499235,1543,479070,274302,103.0,74.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,4667,189328,2642,221295,222742,368900,1162299,891561,270738,90590,219747,213496,156676,95231,101147,14674,1148990,56751,37574,152,79,28,74,2251,618923,373564,252267,1145,189328,221295,99.0,70.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,75634,387237,7731,732196,434491,1103563,3297728,2687680,610048,181452,461918,600731,622789,303091,451321,66378,3325823,143093,233633,1422,951,3693,530,18959,1925296,1154775,643614,4419,387237,732196,99.0,75.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,4416,321331,2272,86848,170315,369853,1243066,1067502,175564,138960,250163,243773,203450,103908,99082,28166,1132785,96092,33192,258,151,279,64,1456,627880,377118,257116,2163,321331,86848,102.0,75.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,6445,563102,4189,147061,499182,738995,2455139,1782712,672427,203879,442688,423135,343955,174560,158041,36454,2294369,91636,66987,232,157,7898,110,3486,1301347,683904,477668,1956,563102,147061,99.0,66.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,20623,653499,8092,486801,565456,1123874,3857257,2965827,891430,191963,721473,719731,641585,311434,308514,71127,3397857,414760,111390,676,438,3514,251,7445,2096113,1116437,720713,3068,653499,486801,101.0,70.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,10219,363782,4300,370942,371047,579111,1853523,1450277,403246,163264,398670,317054,230321,138306,167506,35156,1822626,47838,67405,245,87,98,75,3914,987538,575006,378174,1570,363782,370942,101.0,72.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,273,89457,455,14071,50174,105657,370078,260948,109130,64515,84516,74015,21430,9157,6425,890,307120,8256,22940,175,39120,85,206,328,232286,95548,50269,127,89457,14071,94.0,73.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,997,150437,848,42184,62633,186034,715962,559122,156840,129329,179547,158211,47160,22720,18419,3736,507967,105737,44062,151,34717,307,70,936,414878,178608,100274,187,150437,42184,97.0,75.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,948,219171,1118,44906,113616,253229,879488,691125,188363,129846,223185,204201,70173,31690,26870,5160,736015,49258,39258,245,49420,106,808,891,505558,236676,133424,343,219171,44906,96.0,74.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,6394,289621,2817,217016,197772,500406,1743726,1464673,279053,248343,421485,451563,156277,88122,85405,13478,1512801,152791,53622,499,2128,362,430,3106,940424,499719,284637,959,289621,217016,96.0,79.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,27183,496971,5982,406852,270143,1119701,4104582,3141380,963202,600839,904836,647340,450571,317618,199395,20781,3922718,411313,10076,12057,4049,21508,384,36692,2871903,991255,547873,7766,496971,406852,87.0,61.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,13634,582117,4290,275942,245024,929337,3489432,2137251,1352181,456870,491605,443958,334738,216997,172585,20498,2904140,729283,7635,5875,2582,2805,91,21478,2378289,787408,472667,35525,582117,275942,88.0,57.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,24122,983266,7224,265304,685797,1426110,5817994,4061896,1756098,823863,934881,738076,596615,502826,428871,36764,5102041,796756,13782,4377,4391,2247,305,30492,3764404,1335224,818137,36626,983266,265304,90.0,62.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,2509,501559,2797,65031,239992,547406,2532357,1718855,813502,342667,392873,353570,247028,172872,194387,15458,1985654,401678,2536,869,1817,235,33,5066,1499494,515229,367234,15931,501559,65031,98.0,62.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,2404,255836,1510,58438,77480,364543,1339584,1063360,276224,133123,291837,282449,168866,101542,79012,6531,1273546,101963,1004,371,332,228,444,1657,856336,320763,202054,392,255836,58438,86.0,67.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,6652,891024,5419,80434,430142,941890,5242604,4024458,1218146,831966,1344726,879745,489060,312571,158303,8087,3878626,718692,3810,719,5652,183,226,6005,2930243,965876,699954,17840,891024,80434,102.0,60.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,2989,246055,1514,69991,74091,342604,1263921,887221,376700,139646,272939,215070,132197,79475,44164,3730,917474,364583,1840,483,161,16139,25,2343,817140,283276,194548,8084,246055,69991,86.0,61.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,2681,698520,3060,61742,256584,895576,3302899,1381933,1920966,447648,493760,215939,104762,65106,47690,7028,2291892,1169330,6400,8212,2793,1177,38,7889,2275746,754346,446242,11397,698520,61742,89.0,40.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,4672,564927,3634,64454,296423,723060,3380787,2348254,1032533,436021,515010,443440,409484,323582,200434,20283,3004240,213440,4463,892,1595,233,64,14847,1975934,724362,502628,36850,564927,64454,94.0,61.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1551,410070,2174,35768,225921,534332,2208948,876131,1332817,379253,227932,122911,65516,40633,37109,2777,1333242,805975,3228,900,1866,198,87,3169,1415213,442339,283947,7166,410070,35768,93.0,40.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,1655,378056,1949,67569,216375,485314,1823556,1235531,588025,325773,415195,249238,114783,61702,63112,5728,1637549,157612,1367,231,168,916,50,1517,1120432,408527,265310,5141,378056,67569,86.0,56.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,3159,635840,3230,79068,321609,871241,3301561,1760720,1540841,533140,420824,350564,197780,132332,113799,12281,2505444,737106,4857,2090,1553,3016,211,6422,2043335,709494,445269,62601,635840,79068,91.0,52.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,15164,631613,5126,362798,248965,1153006,4154119,2409592,1744527,717585,641251,442110,272840,172554,146446,16806,2830768,1536534,14822,28187,4371,931,339,32407,2893965,952233,514141,88020,631613,362798,89.0,49.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,3423,513960,2775,31065,225046,558642,2695963,1674771,1021192,470355,349221,324085,211477,162961,143642,13030,2082976,364510,3493,900,9753,107,99,2626,1574037,519265,363891,7271,513960,31065,96.0,57.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,7303,683875,4310,224648,166539,921497,3762094,2453411,1308683,498971,827447,549594,255028,159528,148185,14658,2032081,1585210,6184,50624,1736,2134,41,4703,2404576,786305,450186,41646,683875,224648,92.0,58.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,7865,658449,4534,221628,275445,897815,3369857,2184539,1185318,443641,540754,475146,338138,217882,151182,17796,2707195,777407,4088,2765,669,1572,86,5389,2246254,753949,472808,26160,658449,221628,90.0,58.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,3492,344937,2183,50822,189572,462971,1911719,1368472,543247,295979,367768,276638,196240,135962,88299,7586,1727869,215081,2153,1389,340,100,1175,4649,1222695,437000,287767,5294,344937,50822,92.0,60.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,827,207237,1019,23558,139220,254977,1000135,616227,383908,168472,174106,124256,69641,40266,35826,3660,955372,34559,693,63,101,285,27,630,638046,214228,136669,2787,207237,23558,88.0,54.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,4469,597778,3643,67928,237173,639073,3522433,2392325,1130108,602403,473097,449571,372031,277548,194341,23334,2730957,358539,3626,818,1182,209,146,5469,1946336,664708,481219,8683,597778,67928,102.0,60.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,2635,334246,3461,67752,105740,440244,1767202,1048892,718310,238019,214091,201984,178434,119665,88607,8092,1611126,146346,2464,708,2887,5671,18,5260,1149372,383707,237427,3974,334246,67752,87.0,59.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,2964,265643,1825,85483,92359,413713,1608922,1211214,397708,171216,292852,298700,195192,121283,118571,13400,1457892,113961,1362,1045,1733,3917,94,1806,979633,362026,237786,2365,265643,85483,87.0,67.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,4746,510378,2985,79288,233321,597888,2652611,1670696,981915,356093,361114,347114,231129,176303,179996,18947,2094271,365806,3225,1912,737,358,185,4502,1534832,543148,367332,25684,510378,79288,96.0,59.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,2624,316647,2058,94843,97722,494545,1987999,1277039,710960,270550,330084,257279,184298,115069,110391,9368,1596278,276846,3137,3160,3161,487,100,2035,1224584,411153,246795,2672,316647,94843,87.0,58.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,3385,558807,2868,77733,350193,713736,2633388,1738210,895178,409875,463642,376472,227119,134445,116445,10212,2274674,350700,2201,402,172,199,47,4338,1624830,603831,395547,8525,558807,77733,90.0,57.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,5834,349747,2940,185621,139681,621840,2345192,1673077,672115,324525,416295,368905,277163,166249,108627,11313,2140745,314812,3370,1804,3395,19077,61,14892,1621154,543730,312689,20583,349747,185621,88.0,61.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,53181,170835,2578,338935,125725,443384,1677301,1335017,342284,201277,330623,283031,218587,194796,101645,5058,1394025,215500,7366,9261,895,4518,91,16459,1015648,402967,188862,40638,170835,338935,85.0,68.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,78116,355407,5946,836316,288923,1231615,4430883,3545813,885070,534606,858286,797473,597661,475439,255949,26399,3414427,1186776,19026,23001,3487,16412,265,18251,2891069,1139871,559963,90742,355407,836316,88.0,67.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,5309,700173,4079,61467,395902,808700,3812880,2803884,1008996,566504,691057,563310,449909,334003,186306,12795,3233790,368153,4181,810,3145,213,184,9792,2234593,774130,556273,55272,700173,61467,95.0,61.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,4313,673578,3614,52794,314704,855848,3493810,1873028,1620782,678171,425584,305644,192664,144067,118176,8722,2739076,678615,4735,1893,649,338,57,8556,2223078,734903,464584,11354,673578,52794,92.0,49.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,14597,761958,5455,189170,334753,1016876,4557870,3103910,1453960,873031,618398,560246,425913,316166,273903,36253,4009037,403847,9662,2123,2848,460,207,12711,2755630,992114,659677,33474,761958,189170,95.0,61.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,2521,196116,878,15232,123207,118724,449529,376978,72551,37327,71107,72114,91184,64363,35620,5263,449412,3711,243,591,95,293,9,414,224044,123941,106641,142,196116,15232,110.0,79.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,1196,256081,1291,55300,135128,308527,1200768,835920,364848,159593,238344,211029,103334,59914,59612,4094,1010014,91269,814,196,74,41,273,1604,660774,260368,181109,2034,256081,55300,86.0,59.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,3845,786613,4209,121064,226994,1091952,4139208,2657604,1481604,741817,906861,510507,247265,138583,103523,9048,3508131,556219,5822,5688,6671,446,98,9770,2598364,905306,559988,29187,786613,121064,87.0,54.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,2217,304856,1906,91565,149795,470969,1631223,1169557,461666,169207,327534,282919,167911,104699,106888,10399,1509708,171581,1148,463,2875,256,145,3798,1002817,410090,274954,2113,304856,91565,87.0,64.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,8002,926088,5261,80582,503218,934157,4875888,3531099,1344789,665376,939616,769693,520111,353996,256398,25909,3981502,483750,4947,1286,7898,349,114,14358,2826453,927026,689979,50746,926088,80582,102.0,61.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,8517,309592,2651,195321,249557,565357,1770672,1287584,483088,184997,370685,341371,186348,99814,92586,11783,1823930,147842,7050,4951,1203,7328,311,5988,1171301,510728,308331,8243,309592,195321,89.0,65.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,2825,335888,2074,115486,140052,459037,1753947,1233732,520215,251669,352835,230640,161282,164763,69522,3021,1075440,750368,5952,5295,189,517,21,2439,1227283,391275,215849,5814,335888,115486,91.0,53.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,2488,299785,1730,65985,93742,430934,1713786,1170752,543034,237853,283674,263749,175582,107628,95072,7194,1375788,273967,1263,504,2033,606,65,2390,1069916,361028,223535,2137,299785,65985,88.0,61.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,2682,363933,2056,41323,134873,493991,1881584,1406418,475166,235341,344866,341845,223529,157167,97740,5930,1612968,176327,1300,478,819,155,103,4034,1100820,415918,276272,3174,363933,41323,86.0,65.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,1503,349856,1645,30764,236442,402644,1575938,905188,670750,184229,253910,180825,146757,89011,45341,5115,1372381,220423,2225,522,687,545,3,2810,1034099,336401,210556,18540,349856,30764,91.0,51.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,3486,742324,3704,42775,312116,804857,3731239,2180924,1550315,836856,424892,367405,249265,170911,119625,11970,2928462,620244,5006,767,4619,383,133,4930,2236842,772777,500373,54552,742324,42775,96.0,55.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,1079,258013,1287,43819,176568,326783,1183894,674358,509536,185575,202692,154118,61543,32237,34658,3535,1163804,33724,1351,1034,69,20390,41,1179,793551,265080,159666,3295,258013,43819,91.0,52.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,68506,344155,7486,717566,316407,1226399,4241505,3094625,1146880,489898,554301,552171,428121,378742,639260,52132,3537787,985070,20493,23883,3877,4975,504,13249,2678289,1161686,685258,64605,344155,717566,92.0,68.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,1316,198298,904,48525,112523,237153,930318,526669,403649,119002,141201,131165,60400,33810,37165,3926,815142,57454,965,389,94,234,157,1523,527067,201394,137393,10104,198298,48525,88.0,56.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,2642,338475,1998,72783,94773,466067,1925936,1406443,519493,234774,353287,319158,230731,144516,111696,12281,1746649,100723,1729,475,8814,4161,38,5940,1193660,402321,265638,6910,338475,72783,88.0,64.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,8726,407488,3025,177802,205797,635142,2263152,1571793,691359,303291,420976,344961,233264,155937,103102,10262,2310776,216933,3179,2872,883,2056,126,10359,1600686,535738,327854,82906,407488,177802,86.0,59.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,2656,352207,2693,99321,221334,475413,2367797,1708560,659237,344570,410737,320743,256784,209493,150462,15771,1769937,428555,2109,340,564,155,129,4179,1402738,467343,323260,12627,352207,99321,98.0,62.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,23717,381520,4953,422303,191729,898810,3293309,2302997,990312,412280,495861,469403,359944,254337,275076,36096,2183255,1185643,10582,24912,1855,18544,236,18662,2165117,780475,451827,46270,381520,422303,89.0,62.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,4447,465152,2875,77963,268935,613061,2559668,1691126,868542,361642,421577,340261,232189,177109,140668,17680,2292534,195765,2373,1133,341,701,27,4096,1590528,552177,346773,7492,465152,77963,90.0,57.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,11690,692398,5452,355518,224372,1193439,4643087,2545795,2097292,635957,725118,492338,296210,186311,186489,23372,2488265,2248392,13157,7555,1260,2426,382,10569,3168270,988486,525574,89676,692398,355518,91.0,47.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,10077,673746,4871,296104,210075,1081569,4105123,2673586,1431537,826387,780470,531913,281747,148770,98691,5608,2382914,1711453,6495,18601,1516,16345,60,6128,2671757,911621,544283,15851,673746,296104,89.0,58.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,2870,371752,2125,89638,83666,534939,2064471,1086632,977839,294135,281158,240057,117838,77602,66129,9713,1449007,489686,3510,84787,360,138,45,3474,1320476,449673,256276,4582,371752,89638,89.0,52.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,716,209813,2829,24269,229603,251691,891569,402948,488621,142397,111276,70969,35206,21854,19109,2137,827293,25597,358,72,32,14077,27,392,545987,204801,115608,1452,209813,24269,98.0,46.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,5149,711085,3639,41701,362032,704569,3291010,2231374,1059636,427626,558350,456752,332742,238011,197846,20047,2731351,452394,3920,1451,7795,746,43,11441,2002569,703727,492097,10748,711085,41701,100.0,60.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,5184,705025,3812,73393,337317,867393,3465678,2178952,1286726,540661,538301,477689,270775,182823,153041,15662,2975998,413243,3634,2424,722,397,602,8539,2116007,776583,506583,6386,705025,73393,94.0,58.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,3847,396775,2545,143217,127568,609693,2243858,1008445,1235413,278477,374898,171242,85117,51703,43839,3169,1073890,1181337,9201,65316,384,1307,63,4321,1576123,491164,258913,9619,396775,143217,91.0,45.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,9699,605082,4029,284156,126208,911136,3369945,2090428,1279517,474060,600668,431491,256510,163463,154153,10083,1966892,1454052,6523,18627,1937,10208,135,8008,2228689,769736,433862,34095,605082,284156,89.0,60.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,2031,324972,1850,27179,155987,383482,1809575,1126522,683053,341757,290532,205875,129442,86528,63506,8882,1300586,404410,1766,447,4393,95,35,3451,1108368,352395,250502,3918,324972,27179,97.0,56.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,3889,520289,3441,134714,108901,783313,2919101,1594486,1324615,451571,476064,315873,158430,96308,87355,8885,2412595,527581,4630,51090,2312,301,84,7945,1961237,652237,368743,24321,520289,134714,87.0,50.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,3874,827583,4535,111319,251350,1171252,4489427,2347731,2141696,714304,656401,482220,221898,136383,127750,8775,3555450,893725,6579,11611,2663,1410,79,12475,2862383,1000987,588318,32304,827583,111319,89.0,51.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,5149,337048,2337,91040,266788,463611,1837774,1092648,745126,306218,297226,212565,120822,82614,63846,9357,1738769,103567,3963,1649,1747,487,1907,10470,1203938,418914,237866,1841,337048,91040,92.0,53.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,5956,839737,4190,49891,372794,869838,3429674,2310783,1118891,460210,637015,526973,306046,188848,176414,15277,3119590,650261,4453,1629,9989,426,336,10433,2376875,828222,580164,11856,839737,49891,98.0,59.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,3476,596317,3620,121039,273730,851014,3045722,1915619,1130103,501457,512965,415378,240024,136688,101934,7173,2732016,363453,3574,1204,920,240,31,6929,1893706,706851,453462,54348,596317,121039,91.0,57.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,19214,438935,5059,316129,299474,921234,3655185,2748818,906367,467782,608174,557052,447926,351391,281652,34841,3107681,546987,7696,3309,1146,1898,298,7826,2260457,856070,531549,28765,438935,316129,91.0,65.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,1830,260056,742,21082,155751,142460,605438,495882,109556,90864,120029,115810,76148,53026,37742,2263,611250,7752,1895,256,201,31,6,1115,351595,141238,128994,679,260056,21082,114.0,70.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,435,96031,281,3880,64930,58708,249364,199825,49539,38113,47788,50340,31224,20785,10900,675,257509,1440,397,46,102,7,16,381,147488,60569,51672,169,96031,3880,109.0,69.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,899,163434,467,22906,87108,93832,355146,293196,61950,47447,68435,67519,47703,32557,27168,2367,385818,4395,428,323,190,11,23,417,229715,93182,67873,835,163434,22906,102.0,72.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,548,85202,309,12839,39139,60427,250812,188383,62429,36127,48093,45766,23610,18360,15110,1317,249563,8693,870,336,24,28,6,128,156916,60722,41913,97,85202,12839,98.0,68.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,1344,183687,631,26256,102951,113539,459484,371448,88036,63591,87585,90983,56591,42086,28375,2237,475105,6015,1401,260,185,13,30,430,273494,116749,92517,679,183687,26256,102.0,71.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,1366,227059,743,27177,139621,140821,569274,436261,133013,72163,103462,95417,74008,58434,30704,2073,609835,7374,656,290,32,91,109,544,368324,139371,109998,1238,227059,27177,108.0,66.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,7883,269406,1805,145253,146880,444578,1559017,1120419,438598,179602,302653,232381,169274,113661,111062,11786,1104452,372267,6064,162768,505,738,159,1949,1042614,392370,212223,1695,269406,145253,92.0,63.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,602,112148,356,9061,73011,84265,297356,213460,83896,43442,46625,47640,30901,24989,18882,981,324859,3554,353,167,563,74,105,411,202426,75997,51245,418,112148,9061,96.0,65.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,4273,900515,3959,90885,415398,1050822,3659144,2241357,1417787,450029,545200,686924,261478,143882,133465,20379,3033581,290450,3865,386,260,2904,260694,4534,1942335,1014764,637834,1741,900515,90885,96.0,62.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,32323,1364868,13547,862368,618168,2293083,7646816,5449930,2196886,800473,1437198,1605634,698251,405935,439823,62616,6008472,1599764,21220,16675,1602,1674,44968,23188,4149420,2265543,1292913,9687,1364868,862368,95.0,68.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,5210,831044,3911,134565,301833,1029770,3547147,2200345,1346802,417769,661190,622372,245201,122865,115743,15205,2181515,1298054,10906,582,258,1152,6051,3886,2008655,952059,539463,2227,831044,134565,96.0,62.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,2518,390949,2039,70077,203427,499560,1689475,1155081,534394,247675,323965,327064,135556,63286,52345,5190,1232850,412788,24794,276,148,323,2786,2311,937283,465982,271423,1588,390949,70077,96.0,65.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,10943,303284,3146,215675,204140,479586,1759190,1343837,415353,183479,344865,402415,176129,113905,110193,12851,1366681,105086,141848,2032,209240,1840,15523,4573,1031221,523288,289979,2335,303284,215675,97.0,71.0
